Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03,19872.86,20021.6,19694.36,19881.76,3770530000,0,0
2017-01-04,19890.94,20037.42,19812.15,19942.16,3764890000,0,0
2017-01-05,19922.56,20031.4,19747.6,19899.29,3761820000,0,0
2017-01-06,19906.96,20048.52,19781.19,19963.8,3339890000,0,0
2017-01-09,19931.41,20021.53,19807.52,19887.38,3217610000,0,0
2017-01-10,19876.35,20007.46,19745.44,19855.53,3638790000,0,0
2017-01-11,19887.38,20030.37,19779.14,19954.28,3620410000,0,0
2017-01-12,19926.21,19981.47,19721.44,19891.0,3462130000,0,0
2017-01-13,19912.54,20009.41,19802.9,19885.73,3081270000,0,0
2017-01-17,19848.82,19882.99,19775.35,19826.77,3584990000,0,0
2017-01-18,19822.73,19922.64,19667.13,19804.72,3315250000,0,0
2017-01-19,19813.55,19893.23,19654.46,19732.4,3165970000,0,0
2017-01-20,19795.06,19922.95,19695.42,19827.25,3524970000,0,0
2017-01-23,19794.79,19900.49,19666.55,19799.85,3152710000,0,0
2017-01-24,19794.68,20022.25,19693.4,19912.71,3810960000,0,0
2017-01-25,19994.48,20179.56,19904.02,20068.51,3846020000,0,0
2017-01-26,20076.25,20212.94,19984.66,20100.91,3610360000,0,0
2017-01-27,20103.36,20203.11,19980.0,20093.78,3135890000,0,0
2017-01-30,20028.62,20086.52,19822.73,19971.13,3591270000,0,0
2017-01-31,19913.16,19996.33,19718.19,19864.09,4087450000,0,0
2017-02-01,19923.81,20054.47,19779.45,19890.94,3916610000,0,0
2017-02-02,19858.34,19989.52,19731.85,19884.91,3807710000,0,0
2017-02-03,19964.21,20145.37,19901.41,20071.46,3597970000,0,0
2017-02-06,20025.61,20156.75,19945.62,20052.42,3109050000,0,0
2017-02-07,20107.62,20155.35,20068.68,20090.29,3448690000,0,0
2017-02-08,20049.29,20143.47,19949.18,20054.34,3609740000,0,0
2017-02-09,20061.73,20257.25,20014.82,20172.4,3677940000,0,0
2017-02-10,20211.23,20352.34,20137.03,20269.37,3475020000,0,0
2017-02-13,20338.54,20483.01,20264.18,20412.16,3349730000,0,0
2017-02-14,20374.22,20544.78,20312.35,20504.41,3520910000,0,0
2017-02-15,20504.27,20668.57,20438.22,20611.86,3775590000,0,0
2017-02-16,20627.31,20732.01,20494.62,20619.77,3672370000,0,0
2017-02-17,20564.13,20684.01,20456.3,20624.05,3513060000,0,0
2017-02-21,20663.43,20817.26,20588.23,20743.0,3579780000,0,0
2017-02-22,20715.41,20848.37,20625.83,20775.6,3468670000,0,0
2017-02-23,20817.21,20928.66,20691.57,20810.32,4015260000,0,0
2017-02-24,20751.91,20881.75,20652.41,20821.76,3831570000,0,0
2017-02-27,20808.71,20915.96,20706.2,20837.44,3582610000,0,0
2017-02-28,20833.88,20921.64,20720.78,20812.24,4210140000,0,0
2017-03-01,20957.29,21212.94,20924.14,21115.55,4345180000,0,0
2017-03-02,21128.91,21200.31,20939.35,21002.97,3821320000,0,0
2017-03-03,21008.75,21113.81,20898.6,21005.71,3555260000,0,0
2017-03-06,20955.71,21041.62,20838.57,20954.34,3232700000,0,0
2017-03-07,20934.89,21032.24,20836.14,20924.76,3518390000,0,0
2017-03-08,20940.44,21027.45,20787.42,20855.73,3812100000,0,0
2017-03-09,20864.32,20966.05,20735.78,20858.19,3716340000,0,0
2017-03-10,20919.01,21022.21,20781.29,20902.98,3432950000,0,0
2017-03-13,20899.28,20981.19,20790.02,20881.48,3133900000,0,0
2017-03-14,20848.6,20929.34,20733.01,20837.37,3172630000,0,0
2017-03-15,20874.78,21027.93,20773.21,20950.1,3906840000,0,0
2017-03-16,20969.27,21059.46,20854.05,20934.55,3365660000,0,0
2017-03-17,20965.37,21056.04,20835.52,20914.62,5178040000,0,0
2017-03-20,20916.27,21022.93,20821.62,20905.86,3054930000,0,0
2017-03-21,20956.33,21007.28,20620.35,20668.01,4265590000,0,0
2017-03-22,20640.42,20760.09,20503.37,20661.3,3572730000,0,0
2017-03-23,20645.07,20790.89,20563.06,20656.58,3260600000,0,0
2017-03-24,20674.45,20783.31,20512.39,20596.72,2975130000,0,0
2017-03-27,20488.35,20617.58,20348.88,20550.98,3240230000,0,0
2017-03-28,20542.14,20754.27,20465.58,20701.5,3367780000,0,0
2017-03-29,20675.75,20751.08,20575.38,20659.32,3106940000,0,0
2017-03-30,20662.79,20797.45,20602.72,20728.49,3158420000,0,0
2017-03-31,20700.34,20775.05,20605.32,20663.22,3354110000,0,0
2017-04-03,20665.17,20745.29,20504.75,20650.21,3416400000,0,0
2017-04-04,20634.94,20751.0,20558.06,20689.24,3206240000,0,0
2017-04-05,20745.06,20933.46,20613.16,20648.15,3770520000,0,0
2017-04-06,20653.77,20768.21,20573.03,20662.95,3201920000,0,0
2017-04-07,20647.81,20749.58,20575.21,20656.1,3053150000,0,0
2017-04-10,20668.22,20784.67,20577.99,20658.02,2785410000,0,0
2017-04-11,20644.32,20712.9,20491.74,20651.3,3117420000,0,0
2017-04-12,20637.95,20705.58,20508.62,20591.86,3196950000,0,0
2017-04-13,20561.69,20661.78,20435.65,20453.25,3143890000,0,0
2017-04-17,20484.75,20665.14,20455.2,20636.92,2824710000,0,0
2017-04-18,20561.39,20663.63,20412.57,20523.28,3269840000,0,0
2017-04-19,20503.52,20603.09,20349.01,20404.49,3519900000,0,0
2017-04-20,20406.68,20656.03,20383.33,20578.71,3647420000,0,0
2017-04-21,20578.1,20676.16,20468.9,20547.76,3503360000,0,0
2017-04-24,20723.59,20861.06,20654.9,20763.89,3690650000,0,0
2017-04-25,20915.51,21091.55,20853.36,20996.12,3995240000,0,0
2017-04-26,21009.95,21150.2,20893.26,20975.09,4105920000,0,0
2017-04-27,20991.12,21086.9,20877.37,20981.33,4098460000,0,0
2017-04-28,20987.39,21050.05,20858.6,20940.51,3718270000,0,0
2017-05-01,20962.73,21048.74,20841.83,20913.46,3199240000,0,0
2017-05-02,20941.19,21033.89,20810.29,20949.89,3813680000,0,0
2017-05-03,20915.0,21044.84,20802.08,20957.9,3893990000,0,0
2017-05-04,20987.83,21060.22,20821.76,20951.47,4362540000,0,0
2017-05-05,20929.04,21052.79,20838.57,21006.94,3540140000,0,0
2017-05-08,20991.26,21092.1,20899.7,21012.28,3429440000,0,0
2017-05-09,21022.28,21110.72,20895.38,20975.78,3653590000,0,0
2017-05-10,20958.49,21016.87,20795.22,20943.11,3643530000,0,0
2017-05-11,20925.72,20990.09,20752.97,20919.42,3727420000,0,0
2017-05-12,20893.19,20975.16,20805.29,20896.61,3305630000,0,0
2017-05-15,20923.63,21072.45,20862.88,20981.94,3473600000,0,0
2017-05-16,20984.48,21106.27,20877.07,20979.75,3420790000,0,0
2017-05-17,20846.17,20903.95,20550.88,20606.93,4163000000,0,0
2017-05-18,20579.65,20793.43,20463.63,20663.02,4319420000,0,0
2017-05-19,20698.28,20893.74,20619.67,20804.84,3825160000,0,0
2017-05-22,20867.77,20991.77,20781.49,20894.83,3172830000,0,0
2017-05-23,20908.67,21040.94,20830.35,20937.91,3213570000,0,0
2017-05-24,20949.21,21087.65,20863.12,21012.42,3389900000,0,0
2017-05-25,21062.96,21187.6,20971.12,21082.95,3535390000,0,0
2017-05-26,21070.15,21157.22,20992.21,21080.28,2805040000,0,0
2017-05-30,21045.49,21137.23,20944.58,21029.47,3203160000,0,0
2017-05-31,21048.46,21148.97,20875.76,21008.65,4516110000,0,0
2017-06-01,21030.55,21184.92,20915.65,21144.18,3857140000,0,0
2017-06-02,21142.09,21307.2,21050.84,21206.29,3461680000,0,0
2017-06-05,21195.03,21299.16,21105.49,21184.04,2912600000,0,0
2017-06-06,21145.48,21260.5,21031.01,21136.23,3357840000,0,0
2017-06-07,21171.57,21278.34,21038.61,21173.69,3572300000,0,0
2017-06-08,21169.76,21329.53,21039.47,21182.53,3728860000,0,0
2017-06-09,21208.96,21398.94,21046.32,21271.97,4027340000,0,0
2017-06-12,21259.95,21396.33,21063.93,21235.67,4027750000,0,0
2017-06-13,21256.83,21423.83,21181.43,21328.47,3275500000,0,0
2017-06-14,21342.71,21492.0,21197.46,21374.56,3555590000,0,0
2017-06-15,21291.69,21459.34,21166.02,21359.9,3353050000,0,0
2017-06-16,21335.93,21481.18,21215.3,21384.28,5284720000,0,0
2017-06-19,21444.75,21598.05,21353.63,21528.99,3264700000,0,0
2017-06-20,21521.25,21620.82,21398.97,21467.14,3416510000,0,0
2017-06-21,21466.39,21571.1,21302.82,21410.03,3594820000,0,0
2017-06-22,21407.98,21525.46,21324.86,21397.29,3468210000,0,0
2017-06-23,21380.92,21515.18,21244.48,21394.76,5278330000,0,0
2017-06-26,21434.68,21572.71,21318.4,21409.55,3238970000,0,0
2017-06-27,21411.19,21501.73,21268.48,21310.66,3563910000,0,0
2017-06-28,21372.36,21551.49,21322.17,21454.61,3500800000,0,0
2017-06-29,21487.38,21537.86,21184.02,21287.03,3900280000,0,0
2017-06-30,21348.6,21426.12,21325.08,21349.63,3361590000,0,0
2017-07-03,21392.3,21562.75,21391.71,21479.27,1962290000,0,0
2017-07-05,21492.83,21612.19,21333.23,21478.17,3367220000,0,0
2017-07-06,21423.93,21508.34,21257.35,21320.04,3364520000,0,0
2017-07-07,21354.66,21503.13,21268.95,21414.34,2901330000,0,0
2017-07-10,21381.23,21537.44,21283.37,21408.52,2999130000,0,0
2017-07-11,21410.17,21512.24,21267.14,21409.07,3106750000,0,0
2017-07-12,21467.93,21645.35,21432.08,21532.14,3171620000,0,0
2017-07-13,21537.19,21652.36,21433.22,21553.09,3067670000,0,0
2017-07-14,21532.77,21697.63,21467.18,21637.74,2736640000,0,0
2017-07-17,21633.97,21726.38,21538.64,21629.72,2793170000,0,0
2017-07-18,21589.94,21702.42,21421.34,21574.73,2962130000,0,0
2017-07-19,21569.25,21698.62,21499.37,21640.75,3059760000,0,0
2017-07-20,21641.54,21770.49,21501.83,21611.78,3182780000,0,0
2017-07-21,21591.72,21675.27,21434.65,21580.07,3059570000,0,0
2017-07-24,21577.78,21649.96,21430.78,21513.17,3010240000,0,0
2017-07-25,21638.56,21788.6,21486.46,21613.43,4108060000,0,0
2017-07-26,21690.38,21858.62,21555.45,21711.01,3557020000,0,0
2017-07-27,21717.42,21926.97,21552.48,21796.55,3995520000,0,0
2017-07-28,21787.51,21922.49,21648.49,21830.31,3294770000,0,0
2017-07-31,21863.39,22023.43,21777.62,21891.12,3469210000,0,0
2017-08-01,21961.42,22086.99,21848.8,21963.92,3460860000,0,0
2017-08-02,22004.36,22126.19,21870.99,22016.24,3478580000,0,0
2017-08-03,22007.58,22147.29,21899.99,22026.1,3645020000,0,0
2017-08-04,22058.39,22190.4,21959.13,22092.81,3235140000,0,0
2017-08-07,22100.2,22214.98,21985.84,22118.42,2931780000,0,0
2017-08-08,22095.14,22224.4,22003.61,22085.34,3344640000,0,0
2017-08-09,22022.34,22140.95,21906.78,22048.7,3308060000,0,0
2017-08-10,21988.2,22062.13,21775.25,21844.01,3621070000,0,0
2017-08-11,21883.32,22016.59,21754.83,21858.32,3159930000,0,0
2017-08-14,21945.64,22102.39,21889.14,21993.71,2822550000,0,0
2017-08-15,22029.91,22135.71,21885.51,21998.99,2913100000,0,0
2017-08-16,22031.93,22167.34,21919.89,22024.87,2953650000,0,0
2017-08-17,21984.74,22036.31,21731.11,21750.73,3142620000,0,0
2017-08-18,21724.88,21851.95,21585.52,21674.51,3415680000,0,0
2017-08-21,21671.36,21783.47,21545.11,21703.75,2788150000,0,0
2017-08-22,21739.78,21945.36,21711.42,21899.89,2777490000,0,0
2017-08-23,21850.27,21954.47,21719.54,21812.09,2785290000,0,0
2017-08-24,21839.9,21924.27,21703.19,21783.4,2846590000,0,0
2017-08-25,21819.08,21952.69,21754.43,21813.67,2588780000,0,0
2017-08-28,21832.5,21927.56,21703.04,21808.4,2677700000,0,0
2017-08-29,21718.0,21919.05,21626.71,21865.37,2737580000,0,0
2017-08-30,21859.76,21978.23,21764.67,21892.43,2633660000,0,0
2017-08-31,21936.01,22056.2,21833.8,21948.1,3348110000,0,0
2017-09-01,21981.77,22111.56,21876.08,21987.56,2710730000,0,0
2017-09-05,21912.37,22009.66,21648.45,21753.31,3490260000,0,0
2017-09-06,21815.76,21849.24,21794.07,21807.64,3374410000,0,0
2017-09-07,21820.38,21850.01,21745.71,21784.78,3353930000,0,0
2017-09-08,21764.43,21939.77,21632.78,21797.79,3302490000,0,0
2017-09-11,21927.79,22067.1,21927.79,22057.37,3291760000,0,0
2017-09-12,22090.56,22280.53,21959.5,22118.86,3230920000,0,0
2017-09-13,22103.47,22261.46,21999.12,22158.18,3368050000,0,0
2017-09-14,22144.96,22307.18,22045.88,22203.48,3414460000,0,0
2017-09-15,22252.44,22377.73,22105.43,22268.34,4853170000,0,0
2017-09-18,22297.92,22441.13,22201.7,22331.35,3194300000,0,0
2017-09-19,22349.7,22493.7,22235.4,22370.8,3249100000,0,0
2017-09-20,22351.38,22521.01,22222.97,22412.59,3530010000,0,0
2017-09-21,22414.02,22497.46,22268.62,22359.23,2930860000,0,0
2017-09-22,22334.07,22456.42,22212.34,22349.59,2865960000,0,0
2017-09-25,22320.47,22459.42,22145.92,22296.09,3297890000,0,0
2017-09-26,22322.03,22451.46,22218.6,22284.32,3043110000,0,0
2017-09-27,22330.93,22481.48,22182.14,22340.71,3456030000,0,0
2017-09-28,22306.83,22466.34,22211.85,22381.2,3168620000,0,0
2017-09-29,22358.47,22473.05,22251.75,22405.09,3211920000,0,0
2017-10-02,22423.47,22610.93,22347.15,22557.6,3199730000,0,0
2017-10-03,22564.45,22718.17,22499.56,22641.67,3068850000,0,0
2017-10-04,22645.67,22754.59,22549.37,22661.64,3017120000,0,0
2017-10-05,22669.08,22843.73,22583.25,22775.39,3045120000,0,0
2017-10-06,22762.03,22837.43,22664.09,22773.67,2884570000,0,0
2017-10-09,22779.73,22882.59,22667.2,22761.07,2483970000,0,0
2017-10-10,22784.76,22930.28,22688.77,22830.68,2960500000,0,0
2017-10-11,22827.65,22953.24,22716.14,22872.89,2976090000,0,0
2017-10-12,22854.85,22969.32,22726.29,22841.01,3151510000,0,0
2017-10-13,22876.43,23004.12,22736.0,22871.72,3149440000,0,0
2017-10-16,22892.92,23053.18,22789.81,22956.96,2916020000,0,0
2017-10-17,22952.41,23139.5,22803.42,22997.44,2889390000,0,0
2017-10-18,23087.13,23267.22,22987.8,23157.6,2998090000,0,0
2017-10-19,23107.47,23258.85,22948.38,23163.04,2990710000,0,0
2017-10-20,23205.18,23419.07,23107.58,23328.63,3384650000,0,0
2017-10-23,23348.95,23484.0,23184.14,23273.96,3211710000,0,0
2017-10-24,23346.78,23637.76,23261.44,23441.76,3427330000,0,0
2017-10-25,23431.09,23570.93,23156.75,23329.46,3874510000,0,0
2017-10-26,23380.89,23597.68,23273.69,23400.86,3869050000,0,0
2017-10-27,23419.16,23582.6,23215.54,23434.19,3887110000,0,0
2017-10-30,23405.75,23537.47,23190.48,23348.74,3658870000,0,0
2017-10-31,23369.22,23493.57,23230.93,23377.24,3827230000,0,0
2017-11-01,23442.9,23612.24,23304.47,23435.01,3813180000,0,0
2017-11-02,23463.24,23621.4,23276.89,23531.38,4048270000,0,0
2017-11-03,23549.59,23669.02,23389.84,23539.19,3567710000,0,0
2017-11-06,23533.96,23688.53,23407.33,23548.42,3539080000,0,0
2017-11-07,23574.03,23695.04,23399.86,23557.23,3809650000,0,0
2017-11-08,23542.6,23665.95,23415.0,23563.36,3899360000,0,0
2017-11-09,23492.09,23616.48,23248.29,23461.94,3831610000,0,0
2017-11-10,23432.71,23551.55,23289.63,23422.21,3486910000,0,0
2017-11-13,23367.47,23544.45,23269.93,23439.7,3402930000,0,0
2017-11-14,23388.4,23526.18,23211.68,23409.47,3641760000,0,0
2017-11-15,23334.59,23445.58,23130.3,23271.28,3558890000,0,0
2017-11-16,23365.34,23579.75,23298.89,23458.36,3312710000,0,0
2017-11-17,23433.77,23508.41,23258.23,23358.24,3300160000,0,0
2017-11-20,23370.71,23532.92,23294.24,23430.33,3003540000,0,0
2017-11-21,23500.15,23689.33,23457.32,23590.83,3332720000,0,0
2017-11-22,23597.24,23678.93,23458.73,23526.18,2762950000,0,0
2017-11-24,23552.75,23646.36,23484.76,23557.99,1349780000,0,0
2017-11-27,23552.86,23688.33,23477.57,23580.78,3006860000,0,0
2017-11-28,23625.19,23888.11,23533.27,23836.71,3488420000,0,0
2017-11-29,23883.26,24120.7,23688.71,23940.68,4078280000,0,0
2017-11-30,24013.8,24403.55,23905.26,24272.35,4938490000,0,0
2017-12-01,24305.4,24417.5,23892.79,24231.59,3942320000,0,0
2017-12-04,24424.11,24700.04,24161.74,24290.05,4023150000,0,0
2017-12-05,24335.01,24470.65,24078.04,24180.64,3539040000,0,0
2017-12-06,24171.9,24335.7,23996.9,24140.91,3229000000,0,0
2017-12-07,24116.6,24342.69,24000.79,24211.48,3292400000,0,0
2017-12-08,24263.26,24415.47,24147.62,24329.16,3106150000,0,0
2017-12-11,24338.11,24490.41,24201.5,24386.03,3091950000,0,0
2017-12-12,24452.96,24666.78,24341.38,24504.8,3555680000,0,0
2017-12-13,24525.19,24763.25,24408.55,24585.43,3542370000,0,0
2017-12-14,24631.01,24672.48,24508.66,24508.66,3430030000,0,0
2017-12-15,24585.71,24791.65,24492.48,24651.74,5723920000,0,0
2017-12-18,24739.56,24973.15,24669.16,24792.2,3724660000,0,0
2017-12-19,24834.38,24935.56,24635.21,24754.75,3368590000,0,0
2017-12-20,24838.09,24933.94,24635.32,24726.65,3241030000,0,0
2017-12-21,24778.26,24967.16,24635.52,24782.29,3273390000,0,0
2017-12-22,24764.04,24878.85,24618.41,24754.06,2399830000,0,0
2017-12-26,24715.84,24860.61,24641.14,24746.21,1968780000,0,0
2017-12-27,24766.52,24860.95,24671.74,24774.3,2202080000,0,0
2017-12-28,24807.21,24901.85,24729.0,24837.51,2153330000,0,0
2017-12-29,24849.63,24920.1,24697.67,24719.22,2443490000,0,0
2018-01-02,24809.35,24983.48,24632.8,24824.01,3367250000,0,0
2018-01-03,24850.45,25033.64,24719.46,24922.68,3538660000,0,0
2018-01-04,24964.86,25207.64,24889.36,25075.13,3695260000,0,0
2018-01-05,25114.92,25369.89,24995.64,25295.87,3236620000,0,0
2018-01-08,25308.4,25442.39,25114.06,25283.0,3242650000,0,0
2018-01-09,25312.05,25542.47,25204.88,25385.8,3453480000,0,0
2018-01-10,25348.13,25488.18,25186.94,25369.13,3576350000,0,0
2018-01-11,25398.6,25640.65,25300.46,25574.73,3641320000,0,0
2018-01-12,25638.39,25900.79,25575.63,25803.19,3573970000,0,0
2018-01-16,25987.62,26194.63,25649.23,25792.86,4325970000,0,0
2018-01-17,25910.78,26257.32,25731.07,26115.65,3778050000,0,0
2018-01-18,26149.55,26283.73,25872.98,26017.81,3681470000,0,0
2018-01-19,25987.35,26212.63,25823.06,26071.72,3639430000,0,0
2018-01-22,26025.32,26284.55,25884.92,26214.6,3471780000,0,0
2018-01-23,26214.87,26408.53,26008.93,26210.81,3519650000,0,0
2018-01-24,26282.07,26502.43,26075.44,26252.12,4014070000,0,0
2018-01-25,26313.06,26580.46,26124.19,26392.79,3835150000,0,0
2018-01-26,26466.74,26695.41,26297.33,26616.71,3443230000,0,0
2018-01-29,26584.28,26735.93,26329.62,26439.48,3573830000,0,0
2018-01-30,26198.45,26418.44,25842.41,26076.89,3990650000,0,0
2018-01-31,26268.17,26500.07,25977.02,26149.39,4261280000,0,0
2018-02-01,26083.04,26390.8,25888.5,26186.71,3938450000,0,0
2018-02-02,26033.92,26061.79,25490.66,25520.96,4301130000,0,0
2018-02-05,25337.87,25606.48,23696.52,24345.75,5283460000,0,0
2018-02-06,24085.17,25000.82,23651.63,24912.77,5891660000,0,0
2018-02-07,24892.87,25350.99,24681.55,24893.35,4626570000,0,0
2018-02-08,24902.3,24951.33,23837.05,23860.46,5305440000,0,0
2018-02-09,23992.67,24445.62,23320.92,24190.9,5680070000,0,0
2018-02-12,24337.76,24833.03,24217.1,24601.27,4055790000,0,0
2018-02-13,24540.33,24765.01,24333.22,24640.45,3472870000,0,0
2018-02-14,24535.82,24978.18,24399.94,24893.49,4003740000,0,0
2018-02-15,25047.82,25302.1,24789.76,25200.37,3684910000,0,0
2018-02-16,25165.94,25478.92,25036.02,25219.38,3637460000,0,0
2018-02-20,25124.91,25304.78,24833.38,24964.75,3627610000,0,0
2018-02-21,24988.06,25321.04,24750.1,24797.78,3779400000,0,0
2018-02-22,24855.41,25199.96,24763.35,24962.48,3701270000,0,0
2018-02-23,25050.51,25360.15,24949.26,25309.99,3189190000,0,0
2018-02-26,25403.35,25778.67,25337.29,25709.27,3424650000,0,0
2018-02-27,25735.78,25882.73,25387.31,25410.03,3745080000,0,0
2018-02-28,25485.15,25676.95,25011.51,25029.2,4230660000,0,0
2018-03-01,25024.04,25219.2,24411.71,24608.98,4503970000,0,0
2018-03-02,24394.91,24643.82,24117.19,24538.06,3882450000,0,0
2018-03-05,24471.31,24987.89,24306.57,24874.76,3710810000,0,0
2018-03-06,24965.89,25117.4,24667.44,24884.12,3370690000,0,0
2018-03-07,24884.12,24884.12,24324.26,24801.36,3393270000,0,0
2018-03-08,24853.41,25059.98,24627.5,24895.21,3212320000,0,0
2018-03-09,25004.89,25373.06,24935.63,25335.74,3364100000,0,0
2018-03-12,25372.44,25540.13,25077.64,25178.61,3185020000,0,0
2018-03-13,25257.75,25460.61,24905.81,25007.03,3301650000,0,0
2018-03-14,25086.97,25182.16,24613.25,24758.12,3391360000,0,0
2018-03-15,24837.29,25089.07,24649.5,24873.66,3500330000,0,0
2018-03-16,24877.34,25129.11,24766.9,24946.51,5372340000,0,0
2018-03-19,24893.69,24941.0,24415.47,24610.91,3302130000,0,0
2018-03-20,24650.64,24896.9,24553.69,24727.27,3261030000,0,0
2018-03-21,24723.49,25027.93,24551.63,24682.31,3415510000,0,0
2018-03-22,24526.01,24576.3,23916.55,23957.89,3739800000,0,0
2018-03-23,23995.18,24228.7,23487.93,23533.2,3815080000,0,0
2018-03-26,23834.56,24202.6,23578.86,24202.6,3511100000,0,0
2018-03-27,24276.62,24506.53,23688.4,23857.71,3706350000,0,0
